year,round,driver_id,constructor_id,circuit_id,finish_position,grid_position,points,elo_before,rolling_avg_pts_3,rolling_avg_pts_5,rolling_avg_pts_10,rolling_dnf_rate_5,rolling_mech_dnf_rate,rolling_crash_rate,rolling_podium_rate_5,rolling_win_rate_5,rolling_avg_finish_5,finish_std_dev_10,positions_gained_avg,season_wins,season_podiums,season_points_total,races_completed,quali_position,rolling_avg_quali_pos_5,rolling_avg_quali_delta_5,teammate_quali_delta,championship_pos,championship_pts,gap_to_leader,gap_to_p2,races_remaining,points_available,can_win_title,wins_this_season,championship_trend,prior_season_champ_pos,prior_season_champ_pts,prior_season_win_rate,prior_season_dnf_rate,prior_season_avg_finish,prior_season_podium_rate,prior_season_final_5_pts,is_new_to_team,circuit_affinity_score,circuit_win_rate,circuit_podium_rate,circuit_avg_finish,circuit_visits,best_finish_at_circuit,last_finish_at_circuit,street_circuit_avg_finish,permanent_circuit_avg_finish,street_vs_perm_delta,night_race_avg_finish,high_df_circuit_avg_finish,low_df_circuit_avg_finish,high_altitude_avg_finish,clockwise_avg_finish,anti_clockwise_avg_finish,long_circuit_avg_finish,circuit_length_km,circuit_corners,circuit_drs_zones,circuit_altitude_m,circuit_type,is_street_circuit,is_night_race,is_clockwise,high_speed_ratio,circuit_abrasion,sc_frequency,avg_overtakes,air_temp_avg_c,air_temp_max_c,track_temp_avg_c,track_temp_max_c,humidity_avg_pct,humidity_max_pct,rainfall_total_mm,rain_flag,cloudcover_avg_pct,windspeed_avg_kmh,windspeed_max_kmh,winddirection_avg,pressure_avg_hpa,uv_index_max,high_temp_flag,cold_track_flag,strong_wind_flag,low_grip_flag,wet_win_rate_career,wet_podium_rate_career,wet_avg_finish,dry_avg_finish,wet_vs_dry_delta,wet_positions_gained_avg,wet_crash_rate,wet_races_count,team_wet_avg_finish,team_dry_avg_finish,team_wet_vs_dry_delta,constructor_dnf_rate,constructor_avg_finish,constructor_champ_pts,constructor_champ_rank,pit_avg_time_s,pit_std_time_s,circuit_type_enc,constructor_enc,driver_enc
2016,1,rosberg,mercedes,albert_park,1,2,25.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,2.0,10.8,0.0,-1.0,1,25.0,0.0,7.0,23,598,1,1,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,23.75,3.311,0,11,39
2016,1,hamilton,mercedes,albert_park,2,1,18.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,1.0,10.8,0.0,1.0,2,18.0,7.0,0.0,23,598,1,0,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,23.75,3.311,0,11,18
2016,1,vettel,ferrari,albert_park,3,3,15.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,3.0,10.8,0.0,1.0,3,15.0,10.0,-3.0,23,598,1,0,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,23.965,3.059,0,6,47
2016,1,ricciardo,red_bull,albert_park,4,8,12.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,8.0,10.8,0.0,10.0,4,12.0,13.0,-6.0,23,598,1,0,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,24.749,4.54,0,14,38
2016,1,massa,williams,albert_park,5,6,10.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,6.0,10.8,0.0,5.0,5,10.0,15.0,-8.0,23,598,1,0,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,24.078,3.641,0,18,28
2016,1,grosjean,haas,albert_park,6,19,8.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,19.0,10.8,0.0,1.0,6,8.0,17.0,-10.0,23,598,1,0,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,25.33,5.81,0,8,15
2016,1,hulkenberg,force_india,albert_park,7,10,6.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,10.0,10.8,0.0,-1.0,7,6.0,19.0,-12.0,23,598,1,0,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,24.001,3.529,0,7,20
2016,1,bottas,williams,albert_park,8,16,4.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,11.0,10.8,0.0,-5.0,8,4.0,21.0,-14.0,23,598,1,0,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,24.078,3.641,0,18,6
2016,1,sainz,toro_rosso,albert_park,9,7,2.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,7.0,10.8,0.0,-2.0,9,2.0,23.0,-16.0,23,598,1,0,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,24.968,4.179,0,17,41
2016,1,max_verstappen,toro_rosso,albert_park,10,5,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0,5.0,10.8,0.0,2.0,10,1.0,24.0,-17.0,23,598,1,0,-1.0,10,0.0,0.0,0.1,10.0,0.0,0.0,1,0.0,0.0,0.0,10.0,0,20,10,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.278,16,4,10,street,1,0,1,0.4,2,0.45,25.0,19.91,21.2,35.0,40.0,48.75,62.0,0.0,0.0,22.5,10.7,17.3,172.12,1018.8,5.0,0,0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.1,0,10.0,10.0,0.0,0.1,10.0,0.0,10,24.968,4.179,0,17,29
